01/12/2017 10:49,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,3,74:da:38:50:77:f2,Zvi_2.4,11,-60,a0:63:91:69:f6:af,BezeqFree,11,-70,98:e7:f4:c6:4b:37,GuyHila,11,-91
01/12/2017 10:49,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,3,f8:d1:11:b1:92:93,BezeqFree,9,-60,74:da:38:97:66:9d,@Cafe,1,-75,ec:08:6b:38:0d:dd,luxynet,7,-90
