WigleWifi-1.4,appRelease=2.25,model=ONEPLUS A3010,release=7.1.1,device=OnePlus3T,display=ONEPLUS A3010_28_171012,board=QC_Reference_Phone,brand=OnePlus
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.10537865999975,35.2036771199999,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-62,32.10537865999975,35.2036771199999,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.10537865999975,35.2036771199999,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.10537865999975,35.2036771199999,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.10537865999975,35.2036771199999,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-69,32.10537865999975,35.2036771199999,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-70,32.10537865999975,35.2036771199999,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-69,32.10531418999977,35.20415792999991,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.10531418999977,35.20415792999991,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-62,32.10531418999977,35.20415792999991,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.10531418999977,35.20415792999991,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.10531418999977,35.20415792999991,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.10531418999977,35.20415792999991,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-69,32.10531418999977,35.20415792999991,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-70,32.10531418999977,35.20415792999991,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.105206739999794,35.20495927999992,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.105206739999794,35.20495927999992,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-58,32.105206739999794,35.20495927999992,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.105206739999794,35.20495927999992,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.105206739999794,35.20495927999992,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.105206739999794,35.20495927999992,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-72,32.105206739999794,35.20495927999992,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-70,32.105206739999794,35.20495927999992,0,15.313780784606934,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.105206739999794,35.20495927999992,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.1051852499998,35.20511954999992,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.1051852499998,35.20511954999992,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-58,32.1051852499998,35.20511954999992,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.1051852499998,35.20511954999992,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.1051852499998,35.20511954999992,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.1051852499998,35.20511954999992,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-72,32.1051852499998,35.20511954999992,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-70,32.1051852499998,35.20511954999992,0,15.313780784606934,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.1051852499998,35.20511954999992,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.105120779999815,35.20560035999993,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.105120779999815,35.20560035999993,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-58,32.105120779999815,35.20560035999993,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.105120779999815,35.20560035999993,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.105120779999815,35.20560035999993,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.105120779999815,35.20560035999993,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-72,32.105120779999815,35.20560035999993,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-70,32.105120779999815,35.20560035999993,0,15.313780784606934,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.105120779999815,35.20560035999993,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.10503481999984,35.206241439999935,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.10503481999984,35.206241439999935,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-58,32.10503481999984,35.206241439999935,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.10503481999984,35.206241439999935,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.10503481999984,35.206241439999935,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.10503481999984,35.206241439999935,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-72,32.10503481999984,35.206241439999935,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-70,32.10503481999984,35.206241439999935,0,15.313780784606934,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.10503481999984,35.206241439999935,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-73,32.104927369999864,35.207042789999946,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-72,32.104927369999864,35.207042789999946,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-62,32.104927369999864,35.207042789999946,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-59,32.104927369999864,35.207042789999946,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.104927369999864,35.207042789999946,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.104927369999864,35.207042789999946,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-74,32.104927369999864,35.207042789999946,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-73,32.104927369999864,35.207042789999946,0,15.313780784606934,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.104927369999864,35.207042789999946,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-73,32.10490587999987,35.20720305999995,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-72,32.10490587999987,35.20720305999995,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-62,32.10490587999987,35.20720305999995,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-59,32.10490587999987,35.20720305999995,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.10490587999987,35.20720305999995,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.10490587999987,35.20720305999995,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-74,32.10490587999987,35.20720305999995,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-73,32.10490587999987,35.20720305999995,0,15.313780784606934,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.10490587999987,35.20720305999995,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-73,32.104841409999885,35.207683869999954,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-72,32.104841409999885,35.207683869999954,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-62,32.104841409999885,35.207683869999954,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-59,32.104841409999885,35.207683869999954,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.104841409999885,35.207683869999954,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.104841409999885,35.207683869999954,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-74,32.104841409999885,35.207683869999954,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-73,32.104841409999885,35.207683869999954,0,15.313780784606934,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.104841409999885,35.207683869999954,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-73,32.1047769399999,35.20816467999996,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-72,32.1047769399999,35.20816467999996,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-62,32.1047769399999,35.20816467999996,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-59,32.1047769399999,35.20816467999996,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.1047769399999,35.20816467999996,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.1047769399999,35.20816467999996,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-74,32.1047769399999,35.20816467999996,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-73,32.1047769399999,35.20816467999996,0,15.313780784606934,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-88,32.1047769399999,35.20816467999996,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-73,32.10464799999993,35.20912629999997,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.10464799999993,35.20912629999997,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-63,32.10464799999993,35.20912629999997,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.10464799999993,35.20912629999997,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.10464799999993,35.20912629999997,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.10464799999993,35.20912629999997,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-70,32.10464799999993,35.20912629999997,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-69,32.10464799999993,35.20912629999997,0,15.313780784606934,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-87,32.10464799999993,35.20912629999997,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-73,32.10458352999995,35.20960710999998,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.10458352999995,35.20960710999998,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-63,32.10458352999995,35.20960710999998,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.10458352999995,35.20960710999998,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.10458352999995,35.20960710999998,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.10458352999995,35.20960710999998,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-70,32.10458352999995,35.20960710999998,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-69,32.10458352999995,35.20960710999998,0,15.313780784606934,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-87,32.10458352999995,35.20960710999998,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-73,32.104519059999966,35.210087919999985,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.104519059999966,35.210087919999985,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-63,32.104519059999966,35.210087919999985,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.104519059999966,35.210087919999985,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.104519059999966,35.210087919999985,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.104519059999966,35.210087919999985,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-70,32.104519059999966,35.210087919999985,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-69,32.104519059999966,35.210087919999985,0,15.313780784606934,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-87,32.104519059999966,35.210087919999985,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-73,32.10449756999997,35.21024818999999,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-69,32.10449756999997,35.21024818999999,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-63,32.10449756999997,35.21024818999999,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.10449756999997,35.21024818999999,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.10449756999997,35.21024818999999,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.10449756999997,35.21024818999999,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-70,32.10449756999997,35.21024818999999,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-69,32.10449756999997,35.21024818999999,0,15.313780784606934,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-87,32.10449756999997,35.21024818999999,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-73,32.10439012,35.21104954,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-68,32.10439012,35.21104954,0,15.313780784606934,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-60,32.10439012,35.21104954,0,15.313780784606934,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.10439012,35.21104954,0,15.313780784606934,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.10439012,35.21104954,0,15.313780784606934,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-41,32.10439012,35.21104954,0,15.313780784606934,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-69,32.10439012,35.21104954,0,15.313780784606934,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-69,32.10439012,35.21104954,0,15.313780784606934,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-87,32.10439012,35.21104954,0,15.313780784606934,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],2017-11-01 14:52:11,1,-73,32.10436863,35.21120981,701,151.6999969482422,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],2017-11-01 14:52:11,36,-68,32.10436863,35.21120981,701,151.6999969482422,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],2017-11-01 14:52:11,11,-60,32.10436863,35.21120981,701,151.6999969482422,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],2017-11-01 14:52:11,44,-60,32.10436863,35.21120981,701,151.6999969482422,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],2017-11-01 14:52:11,36,-56,32.10436863,35.21120981,701,151.6999969482422,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],2017-11-01 14:52:11,6,-41,32.10436863,35.21120981,701,151.6999969482422,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],2017-11-01 14:52:11,1,-69,32.10436863,35.21120981,701,151.6999969482422,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],2017-11-01 14:52:11,36,-69,32.10436863,35.21120981,701,151.6999969482422,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],2017-11-01 14:52:11,11,-87,32.10436863,35.21120981,701,151.6999969482422,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-71,32.1060051199997,35.19888422000002,0,15.291009902954102,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-67,32.1060051199997,35.19888422000002,0,15.291009902954102,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-62,32.1060051199997,35.19888422000002,0,15.291009902954102,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.1060051199997,35.19888422000002,0,15.291009902954102,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.1060051199997,35.19888422000002,0,15.291009902954102,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-40,32.1060051199997,35.19888422000002,0,15.291009902954102,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-67,32.1060051199997,35.19888422000002,0,15.291009902954102,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-69,32.1060051199997,35.19888422000002,0,15.291009902954102,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-87,32.1060051199997,35.19888422000002,0,15.291009902954102,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-69,32.105951994999714,35.19928439500002,0,15.291009902954102,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-67,32.105951994999714,35.19928439500002,0,15.291009902954102,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,32.105951994999714,35.19928439500002,0,15.291009902954102,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.105951994999714,35.19928439500002,0,15.291009902954102,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.105951994999714,35.19928439500002,0,15.291009902954102,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-40,32.105951994999714,35.19928439500002,0,15.291009902954102,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-67,32.105951994999714,35.19928439500002,0,15.291009902954102,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-67,32.105951994999714,35.19928439500002,0,15.291009902954102,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-85,32.105951994999714,35.19928439500002,0,15.291009902954102,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-69,32.10590949499972,35.19960453500002,0,15.291009902954102,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-67,32.10590949499972,35.19960453500002,0,15.291009902954102,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,32.10590949499972,35.19960453500002,0,15.291009902954102,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.10590949499972,35.19960453500002,0,15.291009902954102,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.10590949499972,35.19960453500002,0,15.291009902954102,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-40,32.10590949499972,35.19960453500002,0,15.291009902954102,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-67,32.10590949499972,35.19960453500002,0,15.291009902954102,WIFI
1c:b9:c4:96:e8:f7,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-67,32.10590949499972,35.19960453500002,0,15.291009902954102,WIFI
1c:b9:c4:15:ed:48,Ariel_University,[ESS],1970-01-01 02:00:00,11,-85,32.10590949499972,35.19960453500002,0,15.291009902954102,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-69,32.105877619999724,35.199844640000016,0,15.291009902954102,WIFI
1c:b9:c4:16:e8:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-67,32.105877619999724,35.199844640000016,0,15.291009902954102,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS],1970-01-01 02:00:00,11,-59,32.105877619999724,35.199844640000016,0,15.291009902954102,WIFI
1c:b9:c4:15:41:7c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-60,32.105877619999724,35.199844640000016,0,15.291009902954102,WIFI
1c:b9:c4:15:44:8c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-56,32.105877619999724,35.199844640000016,0,15.291009902954102,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-40,32.105877619999724,35.199844640000016,0,15.291009902954102,WIFI
38:a4:ed:6b:f4:37,Redmi,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-67,32.105877619999724,35.199844640000016,0,15.291009902954102,WIFI
