01/12/2017 10:58,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,28:f3:66:9d:dc:cb,Pantum-AP-9DDCCB,11,-84,,,,,,,,,,,,,,,,
01/12/2017 10:58,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,4,e8:cc:18:ac:1a:52,Daizad,7,-72,16:0c:c3:ee:27:39,Is,6,-83,00:78:9e:fa:6f:c3,HOTBOX-F028,1,-85,c4:12:f5:f4:82:42,Beni,9,-96,,,,
01/12/2017 10:58,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,4,18:1e:78:86:03:15,HOTBOX-F028,1,-61,c0:ac:54:f8:6c:8a,amnon,6,-87,b0:b2:8f:36:a2:b3,yotam17,10,-91,a4:2b:b0:d4:55:36,Motti11,6,-93,,,,
01/12/2017 10:58,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,2,c0:ac:54:f7:42:60,HOTBOX,1,-82,c4:12:f5:f4:82:42,Beni,9,-88,,,,,,,,,,,,
01/12/2017 10:58,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,2,c4:12:f5:f4:82:42,Beni,9,-80,c0:ac:54:f7:3c:c2,HOTBOX111,1,-89,,,,,,,,,,,,
01/12/2017 10:58,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,4,04:a1:51:e0:5f:ee,MNP_HOME_2.4GHz_1,6,-81,00:12:2a:d2:0c:38,test012,1,-87,fc:75:16:2e:5a:47,My_Internet,10,-88,a0:4f:d4:45:1f:a1,nurit,1,-95,,,,
01/12/2017 10:58,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,3,d8:5d:4c:d1:4d:b0,Yotam _ work _ room,9,-75,f8:ab:05:e9:6d:3d,yotam17,10,-81,00:26:5a:24:f4:f0,Yotam_Shir,8,-90,,,,,,,,
01/12/2017 10:58,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,5,a0:4f:d4:45:1f:a1,nurit,1,-74,f8:ab:05:e9:6d:3d,yotam17,10,-75,90:8d:78:54:22:a2,tal,1,-81,90:8d:78:54:22:a1,tal2,60,-86,14:cc:20:09:3c:b9,sirocco_2.4o,11,-93
01/12/2017 10:58,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,2,14:ae:db:b7:ab:ad,44870715,6,-85,7c:b7:33:ea:b8:ff,yotam17,10,-93,,,,,,,,,,,,
01/12/2017 10:58,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,5,28:80:23:40:5f:af,HP-Print-AF-Officejet Pro 6830,6,-78,00:12:2a:e1:6c:48,Oded 2.4Ghz,11,-79,14:cc:20:76:b8:2a,Oded,11,-81,00:12:2a:e1:6c:4c,Oded 5Ghz,48,-84,a4:2b:b0:d4:55:36,Motti11,6,-87
01/12/2017 10:58,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,5,14:cc:20:76:b8:2a,Oded,11,-70,28:80:23:40:5f:af,HP-Print-AF-Officejet Pro 6830,6,-71,c0:ac:54:f5:7d:bd,HOTBOX-2017,11,-72,14:cc:20:76:c0:8e,TP-LINK_76C08E,1,-90,4c:60:de:51:8b:ca,Laufer-wifi,11,-93
01/12/2017 10:58,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,00:0b:6c:4d:1b:3f,UFI_UF230_B3F,6,-75,,,,,,,,,,,,,,,,
01/12/2017 10:58,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,2,00:0b:6c:4d:1b:3f,UFI_UF230_B3F,6,-69,00:1c:10:09:4f:bc,hot,3,-71,,,,,,,,,,,,
01/12/2017 10:58,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,3,74:da:38:c6:57:9b,edimax.setup,9,-71,84:16:f9:e4:e3:ca,TP-LINK_E3CA,9,-77,e8:94:f6:e2:6e:4b,frank,6,-80,,,,,,,,
01/12/2017 10:59,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,c0:ac:54:f8:6c:8a,amnon,6,-78,,,,,,,,,,,,,,,,
01/12/2017 10:59,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,a8:c8:3a:35:b6:d4,Partner-4G-B6D4,1,-92,,,,,,,,,,,,,,,,
01/12/2017 10:59,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,fc:75:16:2e:5a:47,My_Internet,10,-81,,,,,,,,,,,,,,,,
01/12/2017 10:59,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,90:8d:78:54:22:a1,tal2,60,-78,,,,,,,,,,,,,,,,
01/12/2017 10:59,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,14:cc:20:09:3c:b9,sirocco_2.4o,11,-83,,,,,,,,,,,,,,,,
01/12/2017 10:59,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,1,80:26:89:0d:4f:84,DIR-825-4f83,1,-91,,,,,,,,,,,,,,,,
01/12/2017 10:59,model=Lenovo PB2-690Y_device=PB2PRO,???,???,???,2,a4:2b:b0:d4:55:36,Motti11,6,-82,a4:2b:b0:d4:55:38,motti-5ghz,40,-88,,,,,,,,,,,,
